,URL,Target,y_match,y_pred,WAffle
24,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
25,http://localhost:8080/4861362529278789730.INC,1,0,1,1
26,http://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0,0,0,0
27,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
28,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioA=3796&B1=Pasar+por+caja,1,0,1,1
29,http://localhost:8080/tienda1/global/creditos.jsp,0,0,0,0
30,http://localhost:8080/tienda1/publico/autenticar.jsp,0,0,1,1
31,http://localhost:8080/tienda1/publico/autenticar.jsp,1,0,1,1
32,http://localhost:8080/tienda1/global/estilos.css,0,0,0,0
33,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
34,http://localhost:8080/tienda1/imagenes/cmenbul.gif,0,0,0,0
35,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
36,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
37,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,0,0,0,0
38,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=cormac1&password=c1ir4ia4e5a&nombre=Remington&apellidos=Raichs+Morcillo&email=cash4%40hotelestopsecret.cr&dni=43823011F&direccion=Calle+Nueve%2C+190+&ciudad=Fuente+la+Reina&cp=10163&provincia=Segovia&ntc=4245052344943379&B1=Registrar,0,0,0,0
39,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
40,http://localhost:8080/tienda1/global/titulo.jsp,0,0,0,0
41,http://localhost:8080/tienda1.BAK,1,0,1,1
42,http://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0,0,0,0
43,http://localhost:8080/tienda1/imagenes/1.gif,0,0,0,0
44,http://localhost:8080/tienda1/miembros/salir.jsp,0,0,0,0
45,http://localhost:8080/tienda1/publico/miembros.jsp,0,0,0,0
46,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
47,http://localhost:8080/tienda1/publico/anadir.jsp?id=1%2F&nombre=Vino+Rioja&precio=85&cantidad=71&B1=A%F1adir+al+carrito,1,0,1,1
48,http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0
49,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=%2Bvonnie&password=lLaNiSca&nombre=Onella&apellidos=Wiedeman+Nal%F3n&email=sirichanya%40vinavilano.pe&dni=97036086Y&direccion=Calle+Yela+Utrilla+150+&ciudad=Villanueva+del+Trabuco&cp=37450&provincia=M%E1laga&ntc=3862460916827849&B1=Registrar,1,0,1,1
50,http://localhost:8080/tienda1/global/estilos.css,0,0,0,0
51,http://localhost:8080/tienda1/publico/anadir.jsp?id=1%2F&nombre=Queso+Manchego&precio=85&cantidad=5&B1=A%F1adir+al+carrito,1,0,1,1
52,http://localhost:8080/_cti_pvt/deptodoc.btr,1,0,1,1
53,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=reinald&password=MAchAc%24AdA&nombre=Vitalia&apellidos=Giribet+Armis%E9n&email=lundigan%403horas.gob&dni=83475055M&direccion=Patio+Susi+120%2C+&ciudad=Oca%F1a&cp=10161&provincia=Soria&ntc=6402952155575779&B1=Registrar,0,0,0,0
54,http://localhost:8080/tienda1/miembros/editar.jsp?modoA=registro&login=gavens0&password=revirado&nombre=Kaya&apellidos=Mojeda+Batet&email=munshin%40cirugiaplasticacordoba.hk&dni=65532112Y&direccion=Plaza+Flauta+16%2C+1%3FB&ciudad=Valdeavellano+de+Tera&cp=08672&provincia=Teruel&ntc=2452355001922764&B1=Registrar,1,0,1,1
55,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
56,http://localhost:8080/tienda1/asf-logo-wide.gif/.INC,1,0,1,1
57,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Queso+Manchego&precio=100&cantidad=21&B1=A%F1adir+al+carrito,0,0,0,0
58,http://localhost:8080/tienda1/miembros/asf-logo-wide.gif.Inc,1,0,1,1
59,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
60,http://localhost:8080/tienda1/publico/vaciar.jsp,1,0,1,1
61,http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0
62,http://localhost:8080/tienda1/global/estilos.css,0,0,0,0
63,http://localhost:8080/tienda1/miembros/salir.jsp,0,0,0,0
64,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8650&B1=Confirmarany%253F%250ASet-cookie%253A%2BTamper%253D5765205567234876235,1,0,1,1
65,http://localhost:8080/tienda1/global/estilos.css,0,0,0,0
66,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=sowry&password=utilitarismo&nombre=Stella+Mar%EDa&apellidos=Bartoli+Ferrada&email=puvilom%40vitalhome.wf&dni=07160844R&direccion=C%2F+Manuel+Altolaguirre%2C+62+&ciudad=Buenache+de+la+Sierra&cp=39527&provincia=%C1vila&ntc=9786890057742572&B1=Registrar,0,0,0,0
67,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0,0,0,0
68,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=whited&password=coyotera&nombre=L%3Feonora&apellidos=Tranwincky+Selman&email=griem%40bloger%F3tico.nz&dni=28828668P&direccion=Zenobia%2C+197+8G&ciudad=Cabra+del+Camp&cp=15350&provincia=Valencia&ntc=3322562441567993&B1=Registrar,1,0,0,0
69,http://localhost:8080/tienda1/global/menum.jsp,0,0,0,0
70,http://localhost:8080/tienda1/publico/miembros.jsp,0,0,0,0
71,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
72,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
73,http://localhost:8080/tienda1/publico/vaciar.jsp,1,0,1,1
74,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas,0,0,0,0
75,http://localhost:8080/iissamples/ExAir/HowToReachUs.asp,1,0,1,1
76,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
77,http://localhost:8080/tienda1/publico/pagar.jsp,1,0,1,1
78,http://localhost:8080/tienda1/publico/autenticar.jsp,0,0,1,1
79,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=rego&password=indicioso&nombre=Miles&apellidos=Veronese+Vitte&email=beardsley%40bidrain.lv&dni=58280780E&direccion=Praza+Madrid%2C+98%2C+4%3FD&ciudad=Cuerva&cp=25164&provincia=La+Rioja&ntc=0330245164005176&B1=Registrar,0,0,0,0
80,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=faez&pwd=9fi247A&remember=on&B1A=Entrar,1,0,1,1
81,http://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0,0,0,0
82,http://localhost:8080/tienda1/miembros/index.jsp,0,0,0,0
83,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2217&B1=Pasar+por+caja,0,0,0,0
84,http://localhost:8080/tienda1/publico/vaciar.jsp?B2A=Vaciar+carrito,1,0,1,1
85,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
86,http://localhost:8080/tienda1/publico/registro.jsp,0,0,1,1
87,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,0,0,0,0
88,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=nicolo&password=corconera&nombre=Pastora&apellidos=Cruillas&email=damboise%40automovilesalhambra.co&dni=59569586T&direccion=Iru%F1a+43%2C+&ciudad=Cervera+del+Llano&cp=18614&provincia=Santa+Cruz+de+Tenerife&ntc=739216749961241&B1=Registrar,1,0,0,0
89,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
90,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
91,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
92,http://localhost:8080/tienda1/miembros/index.jsp.java,1,0,1,1
93,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=chamsi&pwd=Di7a%3Fg7R&remember=off&B1=Entrar,0,0,0,0
94,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3512&B1=Pasar+por+caja%2F,1,0,1,1
95,http://localhost:8080/tienda1/global/estilos.css,0,0,0,0
96,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,1,0,1,1
97,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1366&B1=Pasar+por+caja,0,0,0,0
98,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=jessamin&password=entera&nombre=Miy%E9n&apellidos=Agundis+Depalol&email=bonner%40926.dm&dni=22787443D&direccion=Probintzietako%2C+3+10%3FD&ciudad=Sils&cp=47686+&provincia=Girona&ntc=7246879991228757&B1=Registrar,1,0,1,1
99,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ashla&pwd=cEaJO&remember=off&B1=Entrar,0,0,0,0
100,http://localhost:8080/tienda1/publico/entrar.jsp,0,0,1,1
101,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=kolski&pwd=cejadeRo&remember=off&B1=Entrar,0,0,0,0
102,http://localhost:8080/tienda1/publico/anadir.jsp,0,0,1,1
103,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
104,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,0,0,0,0
105,http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0
106,http://localhost:8080/tienda1/imagenes/logo.gif,0,0,0,0
107,http://localhost:8080/tienda1/imagenes/2.gif.old,1,0,1,1
108,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
109,http://localhost:8080/tienda1/imagenes/cmenbul.gif,0,0,0,0
110,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
111,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
112,http://localhost:8080/tienda1/publico/vaciar.jsp,1,0,1,1
113,http://localhost:8080/4861362529278789730,1,0,1,1
114,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2361%22+AND+%221%22%3D%221&B1=Pasar+por+caja,1,0,1,1
115,http://localhost:8080/tienda1/publico/anadir.jsp,0,0,1,1
116,http://localhost:8080/tienda1/imagenes/1.gif,0,0,0,0
117,http://localhost:8080/estore/populate,1,0,1,1
118,http://localhost:8080/tienda1/global/menum.jsp,0,0,0,0
119,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
120,http://localhost:8080/tienda1/imagenes/3.gif,0,0,0,0
121,http://localhost:8080/tienda1/miembros/index.jsp,0,0,0,0
122,http://localhost:8080/tienda1/imagenes/3.gif,0,0,0,0
123,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=Queso+Manchego&precio=85%2F&cantidad=86&B1=A%F1adir+al+carrito,1,0,1,1
124,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
125,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
126,http://localhost:8080/tienda1/publico/6909030637832563290.jsp,1,0,1,1
127,http://localhost:8080/tienda1/publico/vaciar.jsp?B2A=Vaciar+carrito,1,0,1,1
128,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=totino&pwd=salido&remember=on&B1=Entrar,0,0,0,0
129,http://localhost:8080/tienda1/publico/autenticar.jsp,1,0,1,1
130,http://localhost:8080/tienda1/publico/productos.jsp,0,0,0,0
131,http://localhost:8080/tienda1/asf-logo-wide.gif/.Old,1,0,1,1
132,http://localhost:8080/tienda1/imagenes/logo.gif,0,0,0,0
133,http://localhost:8080/tienda1.BAK,1,0,1,1
134,http://localhost:8080/tienda1/publico/productos.jsp,0,0,0,0
135,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5964&B1=Pasar+por+caja,0,0,0,0
136,http://localhost:8080/tienda1/miembros/salir.jsp,0,0,0,0
137,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&B1=A%F1adir+al+carrito,1,0,1,1
138,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
139,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
140,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=draves&password=ro%F1IcA&nombre=Babeli&apellidos=Hermoso+Ginart&email=haver0%40iurispretor.cn&dni=77284339S&direccion=Calle+Urbina%2C+129+&ciudad=Berango&cp=0530A&provincia=Le%F3n&ntc=7007903703917778&B1=Registrar,1,0,1,1
141,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsgA=Credenciales+incorrectas,1,0,1,1
142,http://localhost:8080/asf-logo-wide.gif.java,1,0,1,1
143,http://localhost:8080/tienda1/global/creditos.jsp,0,0,0,0
144,http://localhost:8080/tienda1/publico/4861362529278789730,1,0,1,1
145,http://localhost:8080/tienda1/global/menum.jsp,0,0,0,0
146,http://localhost:8080/tienda1/global/creditos.jsp,0,0,0,0
147,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
148,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
149,http://localhost:8080/tienda1/publico/entrar.jsp,0,0,1,1
150,http://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0,0,0,0
151,http://localhost:8080/tienda1/index.jsp,0,0,0,0
152,http://localhost:8080/tienda1/publico/productos.jsp/asf-logo-wide.gif/.inc,1,0,1,1
153,http://localhost:8080/tienda1/miembros/editar.jsp,0,0,1,1
154,http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0
155,http://localhost:8080/tienda1/publico/registro.jsp,0,0,1,1
156,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3118&B1=Confirmar,0,0,0,0
157,http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=Queso+Manchego&precio=100&cantidad=22&B1A=A%F1adir+al+carrito,1,0,1,1
158,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=%4040,1,0,1,1
159,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0,0,0,0
160,http://localhost:8080/tienda1/publico/autenticar.jsp,1,0,1,1
161,http://localhost:8080/tienda1/imagenes/3.gif,0,0,0,0
162,http://localhost:8080/tienda1/publico/productos.jsp,0,0,0,0
163,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=roana&password=chicle&nombre=Rosilda&apellidos=Salip+Altares&email=kai-larsen-picchio6%40multasdetransito.net&dni=34514395C&direccion=C%2F+Arco+De+Veronicas+S%2FN+4E&ciudad=Vendrell%2C+El&cp=28190&provincia=Le%F3n&ntc=3720042690454906&B1=Registrar,0,0,0,0
164,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0,0,0,0
165,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg/,1,0,1,1
166,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=fabien&password=em7590du4a&nombre=Hilda&apellidos=Eberl%E9&email=seurat1%40sitcpla.ma&dni=54925627V&direccion=Calle+Nieto+41+&ciudad=Segart&cp=26520&provincia=A+Coru%F1a&ntc=9515176672855225&B1=Registrar,0,0,0,0
167,http://localhost:8080/tienda1/global/estilos.css,0,0,0,0
168,http://localhost:8080/tienda1/global/creditos.jsp,0,0,0,0
169,http://localhost:8080/tienda1/miembros/editar.jsp,0,0,1,1
170,http://localhost:8080/tienda1/miembros/editar.jsp/~,1,0,1,1
171,http://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0,0,0,0
172,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
173,http://localhost:8080.Old,1,0,1,1
174,http://localhost:8080/tienda1/publico/autenticar.jsp,1,0,1,1
175,http://localhost:8080/tienda1/miembros/index.jsp,0,0,0,0
176,http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,1,1
177,http://localhost:8080/tienda1/global/titulo.jsp,0,0,0,0
178,http://localhost:8080/tienda1/publico.Bak,1,0,1,1
179,http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0
180,http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=Vino+Rioja&precio=100&cantidad=88&B1=A%F1adir+al+carrito,0,0,0,0
181,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
182,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectasany%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235,1,0,1,1
183,http://localhost:8080/tienda1/global/,1,0,1,1
184,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=30&B1=A%F1adir+al+carrito,0,0,0,0
185,http://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0,0,0,0
186,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=celene&pwd=b5rr1mbada&remember=off&B1=Entrar,0,0,0,0
187,http://localhost:8080/tienda1/miembros/salir.jsp/asf-logo-wide.gif/,1,0,1,1
188,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
189,http://localhost:8080/tienda1/publico/pagar.jsp,1,0,1,1
190,http://localhost:8080/tienda1/miembros/index.jsp,0,0,0,0
191,http://localhost:8080/tienda1/publico/miembros.jsp,0,0,0,0
192,http://localhost:8080/tienda1/publico/autenticar.jsp,1,0,1,1
193,http://localhost:8080/tienda1/imagenes/2.gif,0,0,0,0
194,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
195,http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,1,1
196,http://localhost:8080/tienda1/publico/pagar.jsp?modo=%27+DELETE+FROM+USERS&precio=806&B1=Confirmar,1,0,1,1
197,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=paros%2522%2520style%3D%2522background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29,1,0,1,1
198,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
199,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=laforge&pwd=any%253F%250ASet-cookie%253A%2BTamper%253D5765205567234876235&remember=off&B1=Entrar,1,0,1,1
200,http://localhost:8080/tienda1/imagenes/1.gif,0,0,0,0
201,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
202,http://localhost:8080/_cti_pvt/botinfs.cnf,1,0,1,1
203,http://localhost:8080/tienda1/publico/caracteristicas.jsp?idA=1,1,0,1,1
204,http://localhost:8080.Bak,1,0,1,1
205,http://localhost:8080/tienda1/index.jsp,0,0,0,0
206,http://localhost:8080/tienda1/publico/registro.jsp,0,0,1,1
207,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
208,http://localhost:8080/tienda1/miembros/editar.jsp,0,0,1,1
209,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,0,0,0,0
210,http://localhost:8080/tienda1/imagenes/2.gif,0,0,0,0
211,http://localhost:8080/tienda1/publico/caracteristicas.jsp,1,0,1,1
212,http://localhost:8080/tienda1/global/creditos.jsp,0,0,0,0
213,http://localhost:8080/tienda1/imagenes/2.gif/asf-logo-wide,1,0,1,1
214,http://localhost:8080/tienda1/publico/autenticar.jsp,1,0,1,1
215,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
216,http://localhost:8080/iissamples/ExAir/About.asp,1,0,1,1
217,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
218,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=ninon&password=alcahazar&nombre=Nazareno&apellidos=Satorras+Maynol&email=boskova_busey%40piensoparaperros.qa&dni=94505880F&direccion=Carrer+Rusc+29+&ciudad=Benegiles&cp=05212&provincia=%C1vila&ntc=1281450288895094&B1=Registrar,0,0,0,0
219,http://localhost:8080/tienda1/global/creditos.jsp,0,0,0,0
220,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,0,0,0,0
221,http://localhost:8080/tienda1/imagenes/1.gif,0,0,0,0
222,http://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0,0,0,0
223,http://localhost:8080/tienda1/publico/pagar.jsp,0,0,1,1
224,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=hinton-s&pwd=ulano&remember=on&B1=Entrar,0,0,0,0
225,http://localhost:8080/tienda1/publico/pagar.jsp,1,0,1,1
226,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
227,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
228,http://localhost:8080/tienda1/imagenes/logo.gif,0,0,0,0
229,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,0,0,0,0
230,http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,1,1
231,http://localhost:8080/tienda1/publico/autenticar.jsp,0,0,1,1
232,http://localhost:8080/tienda1/publico/entrar.jsp,1,0,1,1
233,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=boehlke&pwd=retah%EDla%27%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&remember=off&B1=Entrar,1,0,1,1
234,http://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0,0,0,0
235,http://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0,0,0,0
236,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,0,0,0,0
237,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=oastler&pwd=tr1qu7flo5&remember=on&B1=Entrar,0,0,0,0
238,http://localhost:8080/tienda1/publico/caracteristicas.jsp,1,0,1,1
239,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=margheti&password=asimismo&nombre=Brayam&apellidos=Gomila+Serch&email=ricciardi%40enformetera.com.as&dni=60142978W&direccion=San+Magin+180+&ciudad=Hortig%FCela&cp=19224&provincia=%C1lava&ntc=2928996451183948&B1=Registrar,0,0,0,0
240,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=greytock&passwordA=%E9mbolo&nombre=Stylianos&apellidos=Lladonosa+Uchuya&email=piazza%40filtraciondehumos.cc&dni=77941713A&direccion=Eduard+Toda+141+9%3FD&ciudad=Villabasta+de+Valdavia&cp=50686&provincia=Le%F3n&ntc=8191484649460369&B1=Registrar,1,0,1,1
241,http://localhost:8080/tienda1/index.jsp,0,0,0,0
242,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=grace&pwd=parI073l&remember=off&B1=Entrar,0,0,0,0
243,http://localhost:8080/tienda1/publico/autenticar.jsp,1,0,1,1
244,http://localhost:8080/tienda1/publico/pagar.jsp,1,0,1,1
245,http://localhost:8080/tienda1/imagenes/1.gif,0,0,0,0
246,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9564&B1=Confirmar,0,0,0,0
247,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas,0,0,0,0
248,http://localhost:8080/tienda1/publico/anadir.jsp,1,0,1,1
249,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carritoAND+1%3D1,1,0,1,1
250,http://localhost:8080/tienda1/publico/registro.jsp,1,0,1,1
251,http://localhost:8080/tienda1/publico/miembros.jsp,0,0,0,0
252,http://localhost:8080/tienda1/publico/pagar.jsp,0,0,1,1
253,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9729&B1=Confirmar,0,0,0,0
254,http://localhost:8080/tienda1.OLD,1,0,1,1
255,http://localhost:8080/tienda1/publico/autenticar.jsp?modoA=entrar&login=dar-der&pwd=caser%EDa&remember=on&B1=Entrar,1,0,1,1
256,http://localhost:8080/tienda1/miembros/salir.jsp,0,0,0,0
257,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=%253F,1,0,1,1
258,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6264&B1=Confirmar,0,0,0,0
259,http://localhost:8080/tienda1/publico/entrar.jsp,0,0,1,1
260,http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=Vino+Rioja&precio=100&cantidad=77&B1=A%F1adir+al+carrito,0,0,0,0
261,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0,0,0,0
262,http://localhost:8080/tienda1/publico/autenticar.jsp,0,0,1,1
263,http://localhost:8080/,1,0,1,1
264,http://localhost:8080/tienda1/publico/pagar.jsp,1,0,1,1
265,http://localhost:8080/tienda1/publico/pagar.jsp,0,0,1,1
266,http://localhost:8080/tienda1/publico/pagar.jsp,0,0,1,1
267,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=hately6&pwd=luJURiosaMente&remember=on%2F&B1=Entrar,1,0,1,1
268,http://localhost:8080/tienda1/imagenes/cmenbul.gif,0,0,0,0
269,http://localhost:8080/tienda1/global/menum.jsp,0,0,0,0
